,Rank,branch_ins
1613,1792,1104132
1614,1793,1084125
1615,1794,1104132
1616,1795,1164111
1617,1796,1104132
1618,1797,1174117
1619,1798,1034125
1620,1799,1054109
1621,1800,1114125
1622,1802,1064122
1623,1804,1044117
1624,1805,1094107
1625,1806,1124125
1626,1809,1054109
1627,1810,1164109
1628,1811,1134194
1629,1812,1034187
1630,1813,1094125
1631,1814,1154125
1632,1815,1064202
1633,1816,1065208
1634,1817,1024109
1635,1819,1194111
1636,1821,1174117
1637,1822,1044105
1638,1823,1094123
1639,1824,1214111
1640,1826,1054128
1641,1827,1184111
1642,1828,1094123
1643,1829,1074199
1644,1830,1104101
1645,1831,1014125
1646,1832,1154125
1647,1833,1164107
1648,1834,1174117
1649,1836,1064121
1650,1838,1174108
1651,1839,1134194
1652,1841,1164107
1653,1842,1164109
1654,1843,1204111
1655,1844,1114107
1656,1846,1234111
1657,1848,1064202
1658,1849,1164107
1659,1854,1164109
1660,1855,1164107
1661,1856,1094123
1662,1857,1054109
1663,1858,1065281
1665,1859,1154125
1666,1861,1014125
1667,1863,1144114
1668,1864,1184111
1669,1866,1144114
1670,1867,1074191
1671,1869,107410B
1672,1870,1124125
1673,1871,1024128
1674,1872,1164109
1675,1873,1135602
1676,1874,1134194
1677,1875,1094202
1678,1876,1074161
1679,1877,1014111
1680,1878,1174117
1681,1879,1144114
1682,1881,1094123
1683,1883,1064130
1684,1884,1174108
1685,1885,1014125
1686,1886,1144125
1687,1887,1064101
1688,1888,1144125
1689,1889,1034125
1690,1891,1135607
1691,1892,1065101
1692,1894,1124208
1693,1895,1064133
1694,1896,1204111
1695,1899,1084125
1696,1900,1174108
1697,1901,1164109
1698,1902,1154125
1699,1903,1074199
1700,1904,1144125
1701,1905,1234111
1702,1906,1064130
1703,1907,1164107
1704,1908,1064107
1705,1909,1064109
1706,1910,1144125
1707,1911,1134194
1708,1912,1094125
1709,1913,1135608
1710,1914,1135608
1711,1915,1174117
1712,1916,1174117
1713,1917,1164109
1714,1918,1154125
1715,1919,1064133
1716,1920,1104107
1717,1921,1034125
1718,1922,1174117
1719,1923,1105207
1720,1924,1074117
1721,1925,1034125
1722,1926,1065208
1723,1927,1144125
1724,1928,1164107
1725,1929,1064133
1726,1930,1144125
1727,1931,1144125
1729,1933,1154125
1730,1934,1144109
1731,1936,1065243
1732,1939,1105207
1733,1940,1105207
1734,1941,1014111
1735,1942,1165213
1736,1944,1034125
1737,1945,1014125
1738,1946,1054109
1739,1948,1165213
1740,1949,1134194
1741,1950,1064125
1742,1951,1084125
1743,1952,1194125
1744,1953,1054109
1745,1955,1144125
1746,1956,1074161
1747,1957,1164107
1748,1958,1064204
1749,1959,1074161
1750,1960,1014125
1751,1961,1114109
1752,1962,1164107
1753,1963,1064130
1754,1966,1234111
1755,1967,1094125
1756,1968,1124125
1757,1969,1144125
1758,1970,1184111
1759,1972,1224111
1760,1973,1144125
1761,1974,1164107
1762,1975,1054109
1763,1976,1104109
1764,1977,1165267
1765,1978,1065243
1766,1979,1094103
1767,1982,1164107
1768,1983,1144125
1769,1985,1104107
1770,1987,1144125
1771,1988,1134125
1772,1989,1124109
1773,1990,1074117
1774,1993,1144134
1775,1994,1144125
1776,1995,1034109
1777,1996,1065243
1778,1997,1184111
1779,1998,1034125
1780,1999,1105207
1781,2000,1124125
1782,2001,1094103
1783,2002,1074117
1784,2005,1084125
1785,2007,1214125
1786,2008,1064130
1787,2009,1165213
1788,2011,1224111
1789,2012,1064133
1790,2013,1014125
1791,2017,1164111
1793,2018,1064130
1794,2019,1214125
1795,2020,1124125
1796,2021,1124125
1797,2023,1134107
1798,2024,1064133
1799,2025,1214125
1800,2026,1164126
1801,2027,1105201
1802,2028,1144107
1803,2030,1135608
1804,2031,1174194
1805,2032,1065243
1806,2033,1054128
1807,2034,1144109
1808,2035,1204125
1809,2036,1015284
1810,2037,1094103
1811,2038,1065210
1812,2039,1084125
1813,2040,1105227
1814,2042,1094103
1815,2044,1184111
1816,2045,1065208
1817,2047,1234111
1818,2048,1064204
1819,2049,1174194
1820,2050,1094103
1821,2051,1214109
1822,2052,1024128
1823,2054,1064102
1824,2055,1015284
1825,2056,1144109
1826,2057,1064102
1827,2059,1064130
1828,2060,1234111
1829,2061,1214125
1830,2062,1224111
1831,2068,1144109
1832,2071,1094103
1833,2072,1064102
1834,2073,1204125
1835,2074,1144130
1836,2075,1065239
1837,2076,1014109
1838,2078,1044117
1839,2079,1065247
1840,2080,1064102
1841,2081,1144134
1842,2082,1184178
1843,2083,1074117
1844,2085,1104107
1845,2086,1144130
1846,2087,1034109
1847,2088,1135608
1848,2089,1114111
1849,2091,1224111
1850,2092,1034125
1851,2093,1064102
1852,2094,1134125
1853,2095,1094204
1854,2097,1114107
1855,2099,1084125
1857,2101,1174194
1858,2103,1044105
1859,2104,1124125
1860,2105,1084125
1861,2106,1144109
1862,2107,1144109
1863,2108,1124125
1864,2111,1184178
1865,2112,1214109
1866,2113,1154109
1867,2114,1124109
1868,2115,1144134
1869,2116,1065203
1870,2117,1224111
1871,2118,1234111
1872,2121,1164126
1873,2122,1124144
1874,2123,1074161
1875,2124,1164126
1876,2126,1234111
1877,2128,1144111
1878,2131,1144134
1879,2132,1164126
1880,2133,1074125
1881,2134,1144130
1882,2135,1174107
1883,2136,1094201
1884,2137,1024128
1885,2138,1065251
1886,2140,1074191
1887,2141,1124107
1888,2142,1124109
1889,2143,1164130
1890,2145,1114109
1891,2146,1044136
1892,2147,1154111
1893,2148,1144109
1894,2149,1114107
1895,2153,1114107
1896,2154,1084141
1897,2157,1065251
1898,2158,1114107
1899,2160,1174194
1900,2163,1154107
1901,2165,1164126
1902,2167,1164126
1903,2168,1144117
1904,2169,1065203
1905,2170,1014127
1906,2171,1234125
1907,2172,1144109
1908,2173,1174194
1909,2174,1065247
1910,2175,1214125
1911,2176,1144107
1912,2178,1164126
1913,2179,1194125
1914,2183,1154109
1915,2185,1234124
1916,2186,1184125
1917,2189,1135302
1918,2190,1065239
1919,2191,1144134
1921,2196,1204125
1922,2197,1184125
1923,2198,1094109
1924,2199,1044136
1925,2200,1054128
1926,2201,1144117
1927,2205,1064202
1928,2208,1065203
1929,2209,1144134
1930,2212,1124107
1931,2213,1194125
1932,2214,1144111
1933,2216,1144130
1934,2218,1194125
1935,2219,1164126
1936,2220,1024128
1937,2222,1184125
1938,2223,1114111
1939,2227,1154109
1940,2229,1074109
1941,2230,1144107
1942,2231,1054128
1943,2233,1094204
1944,2234,1034109
1945,2235,1224125
1946,2236,1144111
1947,2237,1224125
1948,2239,1165223
1949,2241,1034117
1950,2242,1154107
1951,2243,1074125
1952,2244,1065247
1953,2245,1034111
1954,2248,1194125
1955,2249,1104109
1956,2250,1135303
1957,2252,1204125
1958,2254,1174194
1959,2255,107410B
1960,2258,1114109
1961,2259,1234125
1962,2260,1154107
1963,2261,1084141
1964,2262,1014109
1965,2263,1065248
1966,2265,1174194
1967,2266,1124109
1968,2271,1064204
1969,2272,1144107
1970,2273,1144107
1971,2276,1065251
1972,2277,1144107
1973,2278,1065251
1974,2279,1135303
1975,2281,1134125
1976,2282,1144117
1977,2283,1124109
1978,2285,1114109
1979,2286,1114109
1980,2287,1065239
1981,2289,1105227
1982,2293,1124117
1983,2294,1184125
1985,2295,1164126
1986,2296,1105601
1987,2297,1214111
1988,2298,1094204
1989,2300,1084107
1990,2301,1014109
1991,2302,1064109
1992,2304,1135303
1993,2305,1084111
1994,2306,1015287
1995,2307,1124109
1996,2310,1174125
1997,2311,1054128
1998,2312,1024128
1999,2313,1065203
2000,2314,1224125
2001,2315,1014109
2002,2316,1065215
2003,2317,1034109
2004,2318,1084107
2005,2320,1154109
2006,2321,1015285
2007,2322,1034109
2008,2323,1034111
2009,2324,1014109
2010,2325,1065251
2011,2327,1014109
2012,2329,1144111
2013,2330,1224125
2014,2331,1094109
2015,2332,1065203
2016,2333,1135607
2017,2334,1174107
2018,2337,1234125
2019,2338,1124109
2020,2339,1144134
2021,2341,1174194
2022,2343,1174194
2023,2345,1084141
2024,2346,1164126
2025,2347,1014109
2026,2347,1034109
2027,2350,1064201
2028,2353,1174194
2029,2354,1164126
2030,2355,1094204
2031,2356,1094109
2032,2357,1054128
2033,2358,1154117
2034,2359,1065248
2035,2360,1084141
2036,2360,1124109
2037,2362,1014109
2038,2363,1165240
2039,2365,1124109
2040,2366,1124107
2041,2367,1174117
2042,2368,1164126
2043,2369,1064210
2044,2372,1094109
2045,2374,1135303
2046,2375,1015286
2047,2377,1154111
2049,2378,1124144
2050,2379,1234125
2051,2380,1164126
2052,2384,1144134
2053,2385,1135302
2054,2386,1165204
2055,2387,1124127
2056,2388,1134109
2057,2389,1144130
2058,2391,1024206
2059,2392,1144117
2060,2393,1124107
2061,2394,1214109
2062,2395,1014127
2063,2396,1234141
2064,2398,1224125
2065,2399,1024201
2066,2400,1014127
2067,2403,1064210
2068,2405,1165209
2069,2406,1144134
2070,2408,1134117
2071,2409,1134109
2072,2410,1184125
2073,2411,1144134
2074,2412,1165267
2075,2414,1065241
2076,2415,1165267
2077,2416,1134109
2078,2418,1164130
2079,2421,1144189
2080,2422,1104127
2081,2423,1135602
2082,2426,1084111
2083,2427,1144189
2084,2428,1174125
2085,2429,1014127
2086,2430,1154127
2087,2431,1174125
2088,2433,1165240
2089,2434,1084111
2090,2436,1105601
2091,2437,1134109
2092,2440,1084141
2093,2441,1144134
2094,2442,1174107
2095,2443,1144119
2096,2444,1184125
2097,2446,1094204
2098,2449,1184125
2099,2450,1065248
2100,2451,1084141
2101,2452,1164173
2102,2453,1135303
2103,2454,102520C
2104,2455,1214109
2105,2457,1224109
2106,2458,1135302
2107,2460,1064204
2108,2461,1074109
2109,2463,1135607
2110,2464,1014109
2111,2465,1224109
2113,2466,1104127
2114,2469,1154117
2115,2472,1165240
2116,2476,1144130
2117,2477,1154127
2118,2478,1124144
2119,2483,1064210
2120,2487,1204109
2121,2488,1094201
2122,2489,1224109
2123,2490,1064127
2124,2492,1124107
2125,2494,1234141
2126,2496,1164130
2127,2497,1214109
2128,2501,1164107
2129,2502,1084107
2130,2503,1064204
2131,2504,1204109
2132,2505,1014125
2133,2506,1094201
2134,2508,1084107
2135,2509,1184111
2136,2511,1084107
2137,2515,1144189
2138,2516,1084107
2139,2517,1134109
2140,2521,1105601
2141,2522,1164173
2142,2526,1174109
2143,2527,1144125
2144,2528,1164109
2145,2529,1135602
2146,2531,1154117
2147,2535,1224109
2148,2536,1064204
2149,2538,1015243
2150,2540,1214107
2151,2543,1144130
2152,2546,1224107
2153,2549,1154127
2154,2550,1115217
2155,2551,1144130
2156,2552,1134127
2157,2553,1164125
2158,2555,1124107
2159,2556,1144130
2160,2557,1144130
2161,2558,1224109
2162,2559,1094204
2163,2562,1044136
2164,2563,1174109
2165,2564,1204109
2166,2565,1054109
2167,2566,1074117
2168,2567,1124117
2169,2568,1124107
2170,2569,1135302
2171,2570,1224107
2172,2571,1054125
2173,2574,1114193
2174,2575,1054125
2175,2576,1124117
2177,2577,1064201
2178,2581,1214107
2179,2583,1094201
2180,2585,1144130
2181,2588,1164130
2182,2589,1204109
2183,2590,1135608
2184,2592,1124107
2185,2595,1165232
2186,2596,1214107
2187,2598,1164106
2188,2599,1224107
2189,2601,1214107
2190,2604,1144130
2191,2605,1034117
2192,2606,1044139
2193,2607,1015255
2194,2613,1114193
2195,2614,1164125
2196,2619,1094201
2197,2620,1124127
2198,2621,1015260
2199,2622,1064201
2200,2623,1214107
2201,2624,1224107
2202,2625,1164107
2203,2626,1164109
2204,2627,1084143
2205,2628,1015260
2206,2631,1094201
2207,2632,1144189
2208,2634,1164130
2209,2635,1144130
2210,2636,1164130
2211,2637,1094205
2212,2639,1204111
2213,2641,1164130
2214,2642,1065101
2215,2643,1105207
2216,2647,1164130
2217,2648,1144189
2218,2649,1144130
2219,2650,1224107
2220,2651,1084143
2221,2652,1064209
2222,2653,1164130
2223,2656,123410D
2224,2657,1064210
2225,2658,1164130
2226,2659,1044139
2227,2660,1114193
2228,2661,1124127
2229,2662,1124127
2230,2664,1064210
2231,2669,1224193
2232,2671,1124117
2233,2673,1084143
2234,2674,1174109
2235,2675,1064209
2236,2677,1054125
2237,2679,1164106
2238,2685,1114193
2239,2688,1114193
2241,2691,1084193
2242,2693,1165232
2243,2696,1165232
2244,2697,1114193
2245,2698,1074191
2246,2701,1054109
2247,2702,1164130
2248,2703,1194111
2249,2704,1084193
2250,2707,1164130
2251,2709,1144131
2252,2711,1065101
2253,2712,1164107
2254,2716,1164130
2255,2719,1164130
2256,2722,1105601
2257,2723,1164106
2258,2727,1084193
2259,2728,1124127
2260,2729,1145307
2261,2730,1084143
2262,2731,1164107
2263,2732,1174108
2264,2734,1144119
2265,2739,1084211
2266,2740,1094205
2267,2741,1164125
2268,2744,1214109
2269,2745,1184111
2270,2747,1165204
2271,2749,1034117
2272,2750,1144131
2273,2751,1135101
2274,2752,1064201
2275,2754,1164130
2276,2755,1134117
2277,2759,1164130
2278,2760,1134136
2279,2761,1144131
2280,2763,1144119
2281,2764,1164173
2282,2765,1164107
2283,2768,1174109
2284,2769,1084193
2285,2770,1094205
2286,2772,1164125
2287,2775,1235609
2288,2777,1084143
2289,2778,1144119
2290,2780,1144131
2291,2781,1114125
2292,2784,1114107
2293,2785,1074161
2294,2786,1124117
2295,2787,1144119
2296,2790,1094205
2297,2791,1164106
2298,2793,1124127
2299,2795,1064127
2300,2798,103520D
2301,2799,1165291
2302,2802,1165204
2303,2803,1165247
2305,2804,1164106
2306,2805,1164173
2307,2806,123410D
2308,2808,1135101
2309,2809,1165290
2310,2811,1164109
2311,2816,1064201
2312,2819,1164106
2313,2820,1164173
2314,2821,1165206
2315,2823,1134136
2316,2824,1084193
2317,2825,1054128
2318,2826,1094205
2319,2828,1164173
2320,2830,1134127
2321,2831,1164106
2322,2832,1065101
2323,2834,1084193
2324,2836,1165206
2325,2837,1164106
2326,2840,1144131
2327,2841,1144131
2328,2842,1144125
2329,2847,1224193
2330,2848,1164173
2331,2850,1214125
2332,2854,1165291
2333,2858,1165206
2334,2859,1165290
2335,2860,1165247
2336,2863,1165209
2337,2864,1064209
2338,2869,1094123
2339,2871,1164173
2340,2873,1044139
2341,2875,1214125
2342,2876,1084143
2343,2879,1144131
2344,2882,1164106
2345,2886,1204109
2346,2887,1064209
2347,2889,1154107
2348,2890,1064209
2349,2891,1234117
2350,2893,1164106
2351,2897,1224193
2352,2898,1164173
2353,2901,103520D
2354,2902,1064209
2355,2903,1165247
2356,2904,1234117
2357,2906,1145307
2358,2910,1104132
2359,2911,1224193
2360,2915,1224193
2361,2916,1164173
2362,2917,103520D
2363,2918,1165247
2364,2922,1145306
2365,2924,1135101
2366,2928,1084211
2367,2933,1145306
2369,2934,1084212
2370,2936,1235609
2371,2941,1235609
2372,2953,1235609
2373,2954,1235609
2374,2956,1084212
2375,2959,1235609
2376,2960,1214107
2377,2961,1134194
2378,2967,1124125
2379,2969,1235609
2380,2971,1235609
2381,2985,1154125
2382,2992,1094123
2383,3002,1065281
2384,3004,1114109
2385,3005,1114107
2386,3015,1064130
2387,3021,1174117
2388,3024,1144109
2389,3026,1164126
2390,3027,1144125
2391,3028,1144189
2392,3030,1174108
2393,3042,1224111
2394,3052,1065208
2395,3062,1084141
2396,3068,1064122
2397,3070,1234141
2398,3087,1135101
2399,3088,1174198
2400,3089,1144107
2401,3101,1144134
2402,3104,1084125
2403,3105,1104132
2404,3118,1094103
2405,3120,1065101
2406,3122,1234125
2407,3123,1064130
2408,3129,1094123
2409,3140,1124125
2410,3146,1104132
2411,3147,1144109
2412,3148,1114125
2413,3151,1065243
2414,3153,1144125
2415,3154,1084125
2416,3157,1034125
2417,3159,1165213
2418,3161,1034109
2419,3162,1135101
2420,3164,1084107
2421,3167,1064105
2422,3168,1174194
2423,3181,1154125
2424,3185,1064133
2425,3186,1164126
2426,3188,1094103
2427,3191,1154125
2428,3195,1204125
2429,3204,1105601
2430,3237,1144130
2431,3240,1034125
2433,3246,1154109
2434,3248,1064102
2435,3249,1174194
2436,3250,1165101
2437,3258,1165101
2438,3262,1124107
2439,3265,1094201
2440,3285,1015287
2441,3290,1124125
2442,3296,1065203
2443,3305,1054128
2444,3306,1105207
2445,3313,1065251
2446,3316,1165101
2447,3317,1015285
2448,3320,1154117
2449,3334,1164126
2450,3344,1154127
2451,3358,1124107
2452,3367,1124109
2453,3374,1135302
2454,3377,1135303
2455,3393,1144117
2456,3394,1124109
2457,3407,1164130
2458,3424,1174194
2459,3425,1224125
2460,3427,1105601
2461,3443,1184125
2462,3444,1064204
2463,3445,1135607
2464,3448,1164130
2465,3449,1224107
2466,3452,1194125
2467,3458,1124117
2468,3465,1194125
2469,3478,1144119
2470,3490,1184178
2471,3505,1135602
2472,3509,1224109
2473,3510,1164130
2474,3516,1065247
2475,3520,1124127
2476,3527,1084143
2477,3537,123410D
2478,3545,1064201
2479,3553,1094201
2480,3556,1034117
2481,3561,1015286
2482,3563,1144134
2483,3579,1165290
2484,3580,1144131
2485,3584,1015288
2486,3608,1164130
2487,3616,1165240
2488,3622,1164106
2489,3627,1144131
2490,3634,1114193
2491,3643,1014127
2492,3673,1015288
2493,3681,1144134
2494,3699,1084193
2495,3706,1165267
2497,3708,1165204
2498,3723,1144130
2499,3777,1144130
2500,3779,1234117
2501,3792,1164173
2502,3795,1164106
2503,3836,1094205
2504,3837,1065248
2505,3847,1165206
2506,3860,1165232
2507,3867,1064210
2508,3869,1084143
2509,3878,1165232
2510,3885,1064209
2511,3915,103520D
2512,3921,1145306
2513,3929,1164173
2514,3940,1144130
2515,3954,1235609
2516,3968,1165247
2517,3970,1065101
2518,3980,1224193
2519,3991,1165209
2520,3998,1145307
2521,4016,1165291
2522,4029,1235609
2523,4348,1165101
