,Rank,branch_ins
2,2,1024110
3,3,1044110
4,4,1094110
5,6,1044124
6,7,1064110
7,9,1034110
8,14,1064115
9,17,1094203
10,18,1174114
11,19,1064111
12,20,1114110
13,21,1014110
14,25,1144110
15,26,1154110
