,College,Branch,Category,Gender,Opening_Rank,Closing_Rank,branch_ins
563,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,132,216,1054110
564,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,F,324,380,1054110
565,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,345,537,1054110
566,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,782,866,1054110
567,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,17,17,1054110
568,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,176,270,1054110
569,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,583,600,1054110
570,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,84,122,1054110
571,IIT Indore,"Computer Science and  Engineering(4 Years, B. Tech)",ST,F,227,227,1054110
572,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OPEN,N,2305,3828,1054111
573,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OPEN,F,5293,7458,1054111
574,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",EWS,N,480,578,1054111
575,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",EWS,F,1084,1096,1054111
576,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,N,1235,1613,1054111
577,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,F,2613,4154,1054111
578,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",SC,N,557,946,1054111
579,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",SC,F,1611,1789,1054111
580,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",ST,N,420,558,1054111
581,IIT Indore,"Electrical Engineering (4 Years, B. Tech)",ST,F,866,866,1054111
582,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",OPEN,N,5052,7509,1054125
583,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",OPEN,F,11083,14751,1054125
584,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",OPEN (PwD),N,142,142,1054125
585,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",EWS,N,1190,1292,1054125
586,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",EWS,F,2729,2735,1054125
587,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,N,2106,2959,1054125
588,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,F,5539,6469,1054125
589,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",SC,N,1250,1630,1054125
590,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",SC,F,2571,2677,1054125
591,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",ST,N,746,857,1054125
592,IIT Indore,"Mechanical Engineering(4 Years, B. Tech)",ST,F,1332,1332,1054125
593,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",OPEN,N,8980,11310,1054128
594,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",OPEN,F,15777,18446,1054128
595,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",EWS,N,1618,1884,1054128
596,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",EWS,F,3127,3127,1054128
597,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",OBC-NCL,N,3340,4105,1054128
598,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",OBC-NCL,F,7274,7925,1054128
599,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",SC,N,1826,2357,1054128
600,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",SC,F,2825,3305,1054128
601,IIT Indore,"Metallurgical Engineering and  Materials Science (4 Years, B. Tech)",ST,N,1029,1115,1054128
602,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",OPEN,N,3455,5297,1064101
603,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",OPEN,F,9575,10155,1064101
604,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",EWS,N,935,976,1064101
605,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",EWS,F,1978,1978,1064101
606,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",OBC-NCL,N,1590,2302,1064101
607,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",OBC-NCL,F,4389,4659,1064101
608,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",SC,N,546,1036,1064101
609,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",SC,F,1887,1887,1064101
610,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",ST,N,523,693,1064101
611,IIT Kharagpur,"Aerospace Engineering(4 Years, B. Tech)",ST,F,837,837,1064101
612,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,4382,5687,1065201
613,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,11128,12031,1065201
614,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,950,996,1065201
615,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,2202,2445,1065201
616,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,5327,5327,1065201
617,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,1101,1116,1065201
618,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,1616,1616,1065201
619,IIT Kharagpur,"Aerospace Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,719,719,1065201
620,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",OPEN,N,7341,9008,1064102
621,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",OPEN,F,15051,16279,1064102
622,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",EWS,N,1439,1562,1064102
623,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",EWS,F,2805,2805,1064102
624,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",OBC-NCL,N,3197,3865,1064102
625,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",OBC-NCL,F,7053,7429,1064102
626,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",SC,N,1724,2093,1064102
627,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",SC,F,3248,3248,1064102
628,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",ST,N,1062,1098,1064102
629,IIT Kharagpur,"Agricultural and  Food Engineering(4 Years, B. Tech)",ST,F,1046,1046,1064102
630,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,9295,11268,1065203
631,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,17273,18441,1065203
632,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,1584,1832,1065203
633,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,F,3198,3198,1065203
634,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,3935,4219,1065203
635,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,F,8280,8872,1065203
636,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",SC,N,2116,2332,1065203
637,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",SC,F,3296,3296,1065203
638,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",ST,N,1163,1263,1065203
639,IIT Kharagpur,"Agricultural and  Food Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",ST,F,1526,1526,1065203
640,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",OPEN,N,2846,13114,1064209
641,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",OPEN,F,19571,20888,1064209
642,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",EWS,N,2049,2181,1064209
643,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",EWS,F,3876,3876,1064209
644,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",OBC-NCL,N,4333,5079,1064209
645,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",OBC-NCL,F,8547,8841,1064209
646,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",SC,N,2652,2902,1064209
647,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",SC,F,3885,3885,1064209
648,IIT Kharagpur,"Applied Geology(4 Years, Bachelor of Science)",ST,N,1292,1470,1064209
649,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",OPEN,N,8632,17664,1065101
650,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",OPEN,F,21365,24641,1065101
651,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",EWS,N,2581,2610,1065101
652,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",EWS,F,4864,4864,1065101
653,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",OBC-NCL,N,5236,6057,1065101
654,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",SC,N,1892,3120,1065101
655,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",SC,F,3970,3970,1065101
656,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",ST,N,1247,1297,1065101
657,IIT Kharagpur,"Architecture(5 Years, Bachelor of Architecture)",ST,F,1539,1539,1065101
658,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",OPEN,N,6407,7751,1064105
659,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",OPEN,F,12620,13070,1064105
660,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",EWS,N,1418,1437,1064105
661,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",EWS,F,2395,2395,1064105
662,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",OBC-NCL,N,2765,3252,1064105
663,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",OBC-NCL,F,6644,6644,1064105
664,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",SC,N,1448,1785,1064105
665,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",SC,F,3167,3167,1064105
666,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (4 Years, B. Tech)",ST,N,120,942,1064105
667,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,7606,9330,1065208
668,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,13568,15908,1065208
669,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1560,1806,1065208
670,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,3549,3979,1065208
671,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,6999,6999,1065208
672,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,824,2045,1065208
673,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3052,3052,1065208
674,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1009,1241,1065208
675,IIT Kharagpur,"Biotechnology and  Biochemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,F,846,846,1065208
676,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,3659,4846,1064107
677,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,6608,9398,1064107
678,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,N,696,916,1064107
679,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",EWS,F,1676,1676,1064107
680,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,1219,2197,1064107
681,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,4130,4535,1064107
682,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,N,715,1240,1064107
683,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",SC,F,1631,1908,1064107
684,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,N,477,669,1064107
685,IIT Kharagpur,"Chemical Engineering (4 Years, B. Tech)",ST,F,687,687,1064107
686,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,5539,6048,1065210
687,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,11606,11736,1065210
688,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1039,1179,1065210
689,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,2098,2098,1065210
690,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,2380,2749,1065210
691,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,5640,5932,1065210
692,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,1368,1520,1065210
693,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,2038,2038,1065210
694,IIT Kharagpur,"Chemical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,771,821,1065210
695,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",OPEN,N,9073,12252,1064201
696,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",OPEN,F,18558,19659,1064201
697,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",EWS,N,1708,2059,1064201
698,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",EWS,F,3854,3854,1064201
699,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",OBC-NCL,N,3639,4635,1064201
700,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",OBC-NCL,F,7527,8916,1064201
701,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",SC,N,2350,2816,1064201
702,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",SC,F,3545,3545,1064201
703,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",ST,N,1164,1461,1064201
704,IIT Kharagpur,"Chemistry(4 Years, Bachelor of Science)",ST,F,1398,1398,1064201
705,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OPEN,N,4479,6556,1064109
706,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OPEN,F,12287,13117,1064109
707,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",EWS,N,906,1207,1064109
708,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",EWS,F,1972,1972,1064109
709,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,N,1880,2670,1064109
710,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,F,5441,5583,1064109
711,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",SC,N,240,1418,1064109
712,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",SC,F,1909,2302,1064109
713,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",ST,N,476,508,1064109
714,IIT Kharagpur,"Civil Engineering (4 Years, B. Tech)",ST,F,817,817,1064109
715,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,5776,7540,1065215
716,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,15715,16354,1065215
717,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,1111,1282,1065215
718,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,2701,3074,1065215
719,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,F,6300,6591,1065215
720,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",SC,N,1488,1659,1065215
721,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",SC,F,2316,2316,1065215
722,IIT Kharagpur,"Civil Engineering with any ofthe listed specialization(5 Years, B. Tech- M. Tech Dual Deg.)",ST,N,528,655,1065215
723,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,N,112,303,1064110
724,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,F,778,905,1064110
725,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),N,14,17,1064110
726,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),F,45,45,1064110
727,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,35,52,1064110
728,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",EWS (PwD),N,7,7,1064110
729,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,89,138,1064110
730,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,250,353,1064110
731,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,10,10,1064110
732,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),F,49,49,1064110
733,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,47,85,1064110
734,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,131,147,1064110
735,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,29,39,1064110
736,IIT Kharagpur,"Computer Science and  Engineering(4 Years, B. Tech)",ST,F,140,140,1064110
737,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,319,526,1065216
738,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,982,1256,1065216
739,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN (PwD),N,36,36,1065216
740,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,83,102,1065216
741,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,360,360,1065216
742,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,153,326,1065216
743,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,752,914,1065216
744,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL (PwD),N,16,16,1065216
745,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,59,143,1065216
746,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,338,510,1065216
747,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,50,79,1065216
748,IIT Kharagpur,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,F,280,280,1065216
749,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",OPEN,N,4262,6173,1064202
750,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",OPEN,F,7712,9527,1064202
751,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",EWS,N,818,1165,1064202
752,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",EWS,F,1699,1699,1064202
753,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",OBC-NCL,N,2086,2850,1064202
754,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",OBC-NCL,F,3615,6465,1064202
755,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",SC,N,1118,1848,1064202
756,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",SC,F,2205,2205,1064202
757,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",ST,N,819,1132,1064202
758,IIT Kharagpur,"Economics(4 Years, Bachelor of Science)",ST,F,835,835,1064202
759,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN,N,1288,1805,1064111
760,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN,F,3052,3785,1064111
761,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),N,77,77,1064111
762,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS,N,288,326,1064111
763,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS,F,502,502,1064111
764,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",EWS (PwD),N,19,19,1064111
765,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,N,594,851,1064111
766,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,F,1761,2296,1064111
767,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL (PwD),N,54,54,1064111
768,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",SC,N,311,450,1064111
769,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",SC,F,803,934,1064111
770,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",ST,N,212,288,1064111
771,IIT Kharagpur,"Electrical Engineering (4 Years, B. Tech)",ST,F,382,382,1064111
772,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,1835,2314,1065222
773,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,3970,5059,1065222
774,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,395,471,1065222
775,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,898,898,1065222
776,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,942,1151,1065222
777,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,2540,2540,1065222
778,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,461,712,1065222
779,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,1308,1308,1065222
780,IIT Kharagpur,"Electrical Engineering with M. Tech. in anyofthelistedspecializations(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,407,417,1065222
781,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OPEN,N,434,1145,1064115
782,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OPEN,F,1654,2410,1064115
783,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OPEN (PwD),N,31,70,1064115
784,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",EWS,N,133,194,1064115
785,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",EWS,F,476,485,1064115
786,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",EWS (PwD),N,14,14,1064115
787,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OBC-NCL,N,235,510,1064115
788,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OBC-NCL,F,484,1252,1064115
789,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,40,40,1064115
790,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",SC,N,144,251,1064115
791,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",SC,F,537,537,1064115
792,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",ST,N,67,173,1064115
793,IIT Kharagpur,"Electronics and  Electrical Communication Engineering(4 Years, B. Tech)",ST,F,238,238,1064115
794,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,1222,1637,1065225
795,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,2632,3432,1065225
796,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN (PwD),N,68,68,1065225
797,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,260,320,1065225
798,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,F,688,688,1065225
799,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,543,889,1065225
800,IIT Kharagpur,"Electronics and  Electrical Communication Engineering with M. Tech.in any of the listed specializations(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,F,1641,1654,1065225
