,College,Branch,Category,Gender,Opening_Rank,Closing_Rank,branch_ins
1445,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,N,573,1258,1104125
1446,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,F,1965,3765,1104125
1447,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",SC,N,259,788,1104125
1448,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",SC,F,1041,1570,1104125
1449,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",ST,N,241,426,1104125
1450,IIT Madras,"Mechanical Engineering(4 Years, B. Tech)",ST,F,524,643,1104125
1451,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OPEN,N,4279,6305,1104127
1452,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OPEN,F,9722,11090,1104127
1453,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",EWS,N,1009,1218,1104127
1454,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",EWS,F,1834,1925,1104127
1455,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OBC-NCL,N,2233,2691,1104127
1456,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OBC-NCL,F,4964,5222,1104127
1457,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",SC,N,1149,1554,1104127
1458,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",SC,F,2422,2466,1104127
1459,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",ST,N,560,653,1104127
1460,IIT Madras,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",ST,F,881,881,1104127
1461,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",OPEN,N,5877,7966,1104132
1462,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",OPEN,F,9043,13887,1104132
1463,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",EWS,N,1159,1373,1104132
1464,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",EWS,F,3047,3047,1104132
1465,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",OBC-NCL,N,2618,3287,1104132
1466,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",OBC-NCL,F,5882,6382,1104132
1467,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",SC,N,1521,1796,1104132
1468,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",SC,F,2910,3146,1104132
1469,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",ST,N,745,901,1104132
1470,IIT Madras,"Naval Architecture and  Ocean Engineering (4 Years, B. Tech)",ST,F,1003,1003,1104132
1471,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",OPEN,N,106,4318,1105602
1472,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",OPEN,F,10266,10266,1105602
1473,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",EWS,N,1048,1048,1105602
1474,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",EWS,F,3668,3668,1105602
1475,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",OBC-NCL,N,3007,3053,1105602
1476,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",OBC-NCL,F,6524,6524,1105602
1477,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",SC,N,1324,1624,1105602
1478,IIT Madras,"Physics(5 Years, Bachelor of Science and  Master of Science ( Dual Degree))",ST,N,1060,1060,1105602
1479,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,5991,9270,1114107
1480,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,14421,14914,1114107
1481,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",EWS,N,1429,1679,1114107
1482,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",EWS,F,2748,2748,1114107
1483,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,3391,4031,1114107
1484,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,5743,7184,1114107
1485,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",SC,N,1844,2158,1114107
1486,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",SC,F,2784,3005,1114107
1487,IIT Gandhinagar,"Chemical Engineering (4 Years, B. Tech)",ST,N,1143,1154,1114107
1488,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OPEN,N,9672,11217,1114109
1489,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OPEN,F,15577,17470,1114109
1490,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",EWS,N,1590,1741,1114109
1491,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,N,3823,4170,1114109
1492,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,F,7248,7656,1114109
1493,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",SC,N,1961,2286,1114109
1494,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",SC,F,3004,3004,1114109
1495,IIT Gandhinagar,"Civil Engineering (4 Years, B. Tech)",ST,N,681,686,1114109
1496,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,N,1201,1366,1114110
1497,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,F,3000,3277,1114110
1498,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,191,225,1114110
1499,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,F,475,475,1114110
1500,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",EWS (PwD),N,20,20,1114110
1501,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,446,623,1114110
1502,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,1078,1098,1114110
1503,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,18,18,1114110
1504,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,185,332,1114110
1505,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,737,758,1114110
1506,IIT Gandhinagar,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,126,127,1114110
1507,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,1444,2008,1115216
1508,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,3809,4376,1115216
1509,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN (PwD),N,92,92,1115216
1510,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,367,392,1115216
1511,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,631,728,1115216
1512,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,2969,2969,1115216
1513,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,538,631,1115216
1514,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,1167,1167,1115216
1515,IIT Gandhinagar,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,244,244,1115216
1516,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN,N,2858,4127,1114111
1517,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN,F,5902,7522,1114111
1518,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),N,174,174,1114111
1519,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",EWS,N,635,809,1114111
1520,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",EWS,F,1261,1261,1114111
1521,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,N,1453,1904,1114111
1522,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,F,4399,4443,1114111
1523,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",SC,N,827,1144,1114111
1524,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",SC,F,2089,2223,1114111
1525,IIT Gandhinagar,"Electrical Engineering (4 Years, B. Tech)",ST,N,514,652,1114111
1526,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,4238,5416,1115217
1527,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,9406,10297,1115217
1528,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,946,1044,1115217
1529,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,1964,2469,1115217
1530,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,4745,4745,1115217
1531,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,1277,1516,1115217
1532,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,2550,2550,1115217
1533,IIT Gandhinagar,"Electrical Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,702,702,1115217
1534,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",OPEN,N,10162,11707,1114193
1535,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",OPEN,F,12838,15820,1114193
1536,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",EWS,N,1785,1837,1114193
1537,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",OBC-NCL,N,4218,4875,1114193
1538,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",OBC-NCL,F,8826,8826,1114193
1539,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",SC,N,2574,2697,1114193
1540,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",SC,F,3634,3634,1114193
1541,IIT Gandhinagar,"Materials Engineering(4 Years, B. Tech)",ST,N,1233,1319,1114193
1542,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",OPEN,N,5303,7223,1114125
1543,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",OPEN,F,10316,12243,1114125
1544,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",EWS,N,1136,1348,1114125
1545,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",EWS,F,2745,2745,1114125
1546,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,N,2744,3215,1114125
1547,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,F,6495,7249,1114125
1548,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",SC,N,1540,1800,1114125
1549,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",SC,F,2781,3148,1114125
1550,IIT Gandhinagar,"Mechanical Engineering(4 Years, B. Tech)",ST,N,731,895,1114125
1551,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",OPEN,N,3026,3702,1124188
1552,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",OPEN,F,6715,8195,1124188
1553,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",EWS,N,458,492,1124188
1554,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",EWS,F,1253,1253,1124188
1555,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",OBC-NCL,N,1065,1406,1124188
1556,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",OBC-NCL,F,3148,3447,1124188
1557,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",SC,N,649,705,1124188
1558,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",SC,F,1287,1287,1124188
1559,IIT Patna,"Artificial Intelligence and  Data Science (4 Years, B. Tech)",ST,N,327,455,1124188
1560,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,11094,12874,1124107
1561,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,18286,20164,1124107
1562,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",EWS,N,1772,2099,1124107
1563,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",EWS,F,3023,3023,1124107
1564,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,3932,4722,1124107
1565,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,7909,8166,1124107
1566,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",SC,N,2141,2592,1124107
1567,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",SC,F,3262,3358,1124107
1568,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",ST,N,1091,1195,1124107
1569,IIT Patna,"Chemical Engineering (4 Years, B. Tech)",ST,F,1418,1418,1124107
1570,IIT Patna,"Civil Engineering (4 Years, B. Tech)",OPEN,N,11417,13741,1124109
1571,IIT Patna,"Civil Engineering (4 Years, B. Tech)",OPEN,F,20691,21802,1124109
1572,IIT Patna,"Civil Engineering (4 Years, B. Tech)",EWS,N,1898,2170,1124109
1573,IIT Patna,"Civil Engineering (4 Years, B. Tech)",EWS,F,3231,3231,1124109
1574,IIT Patna,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,N,3699,4715,1124109
1575,IIT Patna,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,F,7614,8109,1124109
1576,IIT Patna,"Civil Engineering (4 Years, B. Tech)",SC,N,1989,2365,1124109
1577,IIT Patna,"Civil Engineering (4 Years, B. Tech)",SC,F,3367,3394,1124109
1578,IIT Patna,"Civil Engineering (4 Years, B. Tech)",ST,N,766,941,1124109
1579,IIT Patna,"Civil Engineering (4 Years, B. Tech)",ST,F,1317,1317,1124109
1580,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,N,1491,2685,1124110
1581,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,F,4458,6130,1124110
1582,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),N,101,121,1124110
1583,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),F,131,131,1124110
1584,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,303,415,1124110
1585,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,F,1020,1020,1124110
1586,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,571,1007,1124110
1587,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,2463,2784,1124110
1588,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,50,50,1124110
1589,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,286,630,1124110
1590,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,845,1366,1124110
1591,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,203,324,1124110
1592,IIT Patna,"Computer Science and  Engineering(4 Years, B. Tech)",ST,F,462,462,1124110
1593,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",OPEN,N,5453,7028,1124144
1594,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",OPEN,F,10402,12123,1124144
1595,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",EWS,N,992,1125,1124144
1596,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",EWS,F,1942,2038,1124144
1597,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",OBC-NCL,N,1686,2386,1124144
1598,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",OBC-NCL,F,4711,5616,1124144
1599,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",SC,N,1146,1574,1124144
1600,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",SC,F,2122,2478,1124144
1601,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",ST,N,611,779,1124144
1602,IIT Patna,"Electrical and  Electronics Engineering (4 Years, B. Tech)",ST,F,1208,1208,1124144
1603,IIT Patna,"Engineering Physics (4 Years, B. Tech)",OPEN,N,11037,12318,1124117
1604,IIT Patna,"Engineering Physics (4 Years, B. Tech)",OPEN,F,20984,22268,1124117
1605,IIT Patna,"Engineering Physics (4 Years, B. Tech)",EWS,N,1883,2103,1124117
1606,IIT Patna,"Engineering Physics (4 Years, B. Tech)",EWS,F,3573,3573,1124117
1607,IIT Patna,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,N,4460,4920,1124117
1608,IIT Patna,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,F,8131,8874,1124117
1609,IIT Patna,"Engineering Physics (4 Years, B. Tech)",SC,N,2293,2786,1124117
1610,IIT Patna,"Engineering Physics (4 Years, B. Tech)",SC,F,3458,3458,1124117
1611,IIT Patna,"Engineering Physics (4 Years, B. Tech)",ST,N,1316,1355,1124117
1612,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",OPEN,N,4009,5785,1124208
1613,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",OPEN,F,6970,10027,1124208
1614,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",EWS,N,743,895,1124208
1615,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",EWS,F,1778,1778,1124208
1616,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",OBC-NCL,N,1628,2152,1124208
1617,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",OBC-NCL,F,4548,5503,1124208
1618,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",SC,N,1159,1501,1124208
1619,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",SC,F,1894,1894,1124208
1620,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",ST,N,600,668,1124208
1621,IIT Patna,"Mathematics and  Computing(4 Years, Bachelor of Science)",ST,F,1126,1126,1124208
1622,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",OPEN,N,8251,10861,1124125
1623,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",OPEN,F,17672,19143,1124125
1624,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",EWS,N,1531,1754,1124125
1625,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",EWS,F,3097,3116,1124125
1626,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,N,2836,3858,1124125
1627,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,F,6213,7886,1124125
1628,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",SC,N,1687,2108,1124125
1629,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",SC,F,2967,3290,1124125
1630,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",ST,N,962,1028,1124125
1631,IIT Patna,"Mechanical Engineering(4 Years, B. Tech)",ST,F,1532,1532,1124125
1632,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OPEN,N,13803,14895,1124127
1633,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OPEN,F,22511,23213,1124127
1634,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",EWS,N,2148,2226,1124127
1635,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",EWS,F,3889,3889,1124127
1636,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OBC-NCL,N,4886,5285,1124127
1637,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",OBC-NCL,F,9006,9006,1124127
1638,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",SC,N,2387,2793,1124127
1639,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",SC,F,3520,3520,1124127
1640,IIT Patna,"Metallurgical and  Materials Engineering (4 Years, B. Tech)",ST,N,1272,1336,1124127
1641,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",OPEN,N,15376,17464,1135101
1642,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",OPEN,F,9537,24098,1135101
1643,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",EWS,N,2595,2804,1135101
1644,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",EWS,F,4162,4162,1135101
1645,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",OBC-NCL,N,4541,5783,1135101
1646,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",OBC-NCL,F,6716,6716,1135101
1647,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",SC,N,2751,3162,1135101
1648,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",SC,F,2808,2808,1135101
1649,IIT Roorkee,"Architecture(5 Years, Bachelor of Architecture)",ST,N,892,1382,1135101
1650,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",OPEN,N,6480,7855,1134194
1651,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",OPEN,F,10909,13326,1134194
1652,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",EWS,N,1295,1443,1134194
1653,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",EWS,F,2689,2689,1134194
1654,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",OBC-NCL,N,3014,3393,1134194
1655,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",OBC-NCL,F,6943,7360,1134194
1656,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",SC,N,1811,1949,1134194
1657,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",SC,F,2961,2961,1134194
1658,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",ST,N,1139,1168,1134194
1659,IIT Roorkee,"Biosciences and  Bioengineering(4 Years, B. Tech)",ST,F,1285,1285,1134194
1660,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,4222,5075,1134107
1661,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,5930,10128,1134107
1662,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",EWS,N,615,939,1134107
1663,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",EWS,F,1455,1779,1134107
1664,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,1663,2307,1134107
1665,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,4555,5335,1134107
1666,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",SC,N,1086,1338,1134107
1667,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",SC,F,1588,2023,1134107
1668,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",ST,N,645,883,1134107
1669,IIT Roorkee,"Chemical Engineering (4 Years, B. Tech)",ST,F,839,1080,1134107
1670,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",OPEN,N,10145,12342,1135607
1671,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",OPEN,F,18073,19536,1135607
1672,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",EWS,N,1836,1961,1135607
1673,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",EWS,F,3786,3786,1135607
1674,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",OBC-NCL,N,3087,4884,1135607
1675,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",OBC-NCL,F,8639,8708,1135607
1676,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",SC,N,1510,2463,1135607
1677,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",SC,F,3445,3445,1135607
1678,IIT Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and  Master of Science( Dual Degree))",ST,N,1135,1228,1135607
1679,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OPEN,N,4433,6853,1134109
1680,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OPEN,F,8677,13274,1134109
1681,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",EWS,N,926,1198,1134109
1682,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",EWS,F,2120,2278,1134109
1683,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,N,1801,2811,1134109
1684,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,F,4495,6037,1134109
1685,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",SC,N,1011,1378,1134109
1686,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",SC,F,671,2517,1134109
1687,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",ST,N,172,375,1134109
1688,IIT Roorkee,"Civil Engineering (4 Years, B. Tech)",ST,F,293,801,1134109
1689,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,N,271,413,1134110
1690,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,F,1011,1463,1134110
1691,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),N,18,26,1134110
1692,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),F,80,80,1134110
1693,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,53,75,1134110
1694,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,F,178,186,1134110
1695,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,156,213,1134110
1696,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,488,611,1134110
1697,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,11,11,1134110
1698,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,84,123,1134110
1699,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,375,454,1134110
1700,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",SC (PwD),N,4,4,1134110
1701,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,15,60,1134110
1702,IIT Roorkee,"Computer Science and  Engineering(4 Years, B. Tech)",ST,F,128,183,1134110
